AccelX_1,AccelY_1,AccelZ_1,GyroX_1,GyroY_1,GyroZ_1,AccelX_2,AccelY_2,AccelZ_2,GyroX_2,GyroY_2,GyroZ_2,AccelX_3,AccelY_3,AccelZ_3,GyroX_3,GyroY_3,GyroZ_3,AccelX_3,AccelY_3,AccelZ_3,GyroX_3,GyroY_3,GyroZ_3
-2.499599934,4.260200024,8.349399567,1.176399946,-0.129799992,-0.45449999,4.45909977,1.259799957,7.5072999,-28.11569977,22.16899872,5.250699997,-1.224699974,9.194099426,-2.596299887,1.256500006,0.533299983,-0.659500003,-1.224699974,9.194099426,-2.596299887,1.256500006,0.533299983,-0.659500003
-2.537799835,4.249700069,8.324500084,1.540399909,-0.031799998,-0.244499996,4.07859993,1.867699981,8.446899414,-18.11969948,20.60099983,1.064700007,-1.222299933,9.20609951,-2.577199936,1.098999977,0.568300009,-0.799499989,-1.222299933,9.20609951,-2.577199936,1.098999977,0.568300009,-0.799499989
-2.519599915,4.274600029,8.344599724,1.904399991,-0.367799997,-0.244499996,3.427699804,3.178200006,8.979299545,-11.20370007,17.24099922,-1.483299971,-1.274199963,9.222999573,-2.59800005,0.948499978,0.834299982,-1.125,-1.274199963,9.222999573,-2.59800005,0.948499978,0.834299982,-1.125
-2.526299953,4.256400108,8.355099678,2.002399921,-0.367799997,-0.216499999,3.549999952,3.245100021,8.750899315,-10.30770016,11.73899937,1.554700017,-1.367799997,9.26609993,-2.57889986,0.962499976,0.820299983,-1.250999928,-1.367799997,9.26609993,-2.57889986,0.962499976,0.820299983,-1.250999928
-2.528199911,4.280299664,8.348400116,2.40839982,-0.605799973,-0.188500002,3.814799786,3.28339982,8.537699699,-8.641699791,9.625,1.330699921,-1.422999978,9.259799957,-2.601099968,0.62650001,0.585799992,-0.991999984,-1.422999978,9.259799957,-2.601099968,0.62650001,0.585799992,-0.991999984
-2.528199911,4.303299904,8.317899704,2.60439992,-0.647799969,-0.230499998,4.059499741,3.30919981,8.640899658,-6.555699825,8.854999542,2.338700056,-1.432600021,9.267000198,-2.603499889,0.696500003,0.130799994,-0.694499969,-1.432600021,9.267000198,-2.603499889,0.696500003,0.130799994,-0.694499969
-2.507200003,4.266900063,8.339799881,2.98239994,-0.801799953,-0.076499999,3.978299856,3.16960001,8.523399353,-6.975699902,7.356999874,2.464699984,-1.448099971,9.259799957,-2.611899853,0.62650001,0.16579999,-0.20449999,-1.448099971,9.259799957,-2.611899853,0.62650001,0.16579999,-0.20449999
-2.544499874,4.293699741,8.319799423,3.318399906,-1.02579999,-0.426499993,3.979199886,2.957399845,8.393400192,-7.661699772,7.244999886,1.806699991,-1.456699967,9.27369976,-2.600899935,0.668500006,0.050299998,0.037,-1.456699967,9.27369976,-2.600899935,0.668500006,0.050299998,0.037
-2.499599934,4.288899899,8.315899849,3.416399956,-0.507799983,0.357499987,4.049999714,2.852299929,8.272899628,-7.801699638,8.644999504,0.966699958,-1.437600017,9.24889946,-2.597100019,0.82249999,-0.453699976,0.386999995,-1.437600017,9.24889946,-2.597100019,0.82249999,-0.453699976,0.386999995
-2.515799999,4.3052001,8.31499958,3.528399944,-0.619799972,-0.020499999,4.024199963,2.699300051,8.186900139,-8.921699524,10.7869997,-0.573300004,-1.469599962,9.252699852,-2.625,0.888999999,-1.076699972,0.862999976,-1.469599962,9.252699852,-2.625,0.888999999,-1.076699972,0.862999976
-2.520599842,4.312799931,8.313099861,3.794399977,-0.955799997,0.091499999,4.012700081,2.657299995,8.168700218,-9.355699539,13.51699924,-2.771299839,-1.452899933,9.269399643,-2.621399879,0.748999953,-1.986699939,1.090499997,-1.452899933,9.269399643,-2.621399879,0.748999953,-1.986699939,1.090499997
-2.488100052,4.303299904,8.315899849,4.04640007,-0.941799998,0.315499991,4.018399715,2.728999853,8.260499954,-10.09770012,15.6449995,-5.10929966,-1.388899922,9.263199806,-2.640100002,0.290499985,-2.721699953,1.282999992,-1.388899922,9.263199806,-2.640100002,0.290499985,-2.721699953,1.282999992
-2.499599934,4.33190012,8.326499939,4.200399876,-1.151799917,-0.076499999,3.924699783,2.874300003,8.444000244,-10.97970009,17.14299965,-7.069299698,-1.319999933,9.247900009,-2.662999868,-0.33949998,-2.889699936,1.352999926,-1.319999933,9.247900009,-2.662999868,-0.33949998,-2.889699936,1.352999926
-2.492399931,4.340799809,8.30039978,4.298399925,-0.868299961,0.206999987,3.828199863,3.006199837,8.604599953,-12.11369991,17.11499977,-8.007299423,-1.287999988,9.284899712,-2.68599987,-1.175999999,-2.756700039,0.862999976,-1.287999988,9.284899712,-2.68599987,-1.175999999,-2.756700039,0.862999976
-2.503099918,4.364699841,8.302800179,4.298399925,-0.763300002,0.294499993,3.784199953,3.071199894,8.703100204,-12.56169987,16.12100029,-8.28730011,-1.219900012,9.336299896,-2.715800047,-2.48849988,-2.529199839,0.442999989,-1.219900012,9.336299896,-2.715800047,-2.48849988,-2.529199839,0.442999989
-2.512699842,4.34319973,8.305199623,4.473400116,-0.815799952,0.101999998,3.732599974,3.08739996,8.780499458,-12.50570011,14.32899952,-8.203299522,-1.182899952,9.320799828,-2.770799875,-3.643499851,-1.741699934,0.180500001,-1.182899952,9.320799828,-2.770799875,-3.643499851,-1.741699934,0.180500001
-2.499599934,4.315700054,8.295599937,4.963399887,-0.833299994,0.101999998,3.649499893,3.102699995,8.92579937,-11.70769978,11.76699924,-7.587299824,-1.132699966,9.314799309,-2.777699947,-4.72149992,-0.593699992,-0.452999979,-1.132699966,9.314799309,-2.777699947,-4.72149992,-0.593699992,-0.452999979
-2.483999968,4.28219986,8.312399864,5.540899754,-0.920799971,-0.195500001,3.645599842,3.063499928,8.833099365,-11.11969948,8.701000214,-6.593299866,-1.089699984,9.307199478,-2.792099953,-6.079499722,1.114300013,-1.069000006,-1.089699984,9.307199478,-2.792099953,-6.079499722,1.114300013,-1.069000006
-2.45179987,4.290599823,8.278900146,6.660899639,-0.938299954,-0.6505,3.744099855,3.001399994,8.769000053,-9.21570015,7.202999592,-5.431299686,-1.123099923,9.341099739,-2.709800005,-6.653499603,3.193300009,-1.709499955,-1.123099923,9.341099739,-2.709800005,-6.653499603,3.193300009,-1.709499955
-2.448199987,4.177099705,8.338600159,8.113399506,0.934199989,0.836999953,3.755599976,3.002300024,8.78619957,-7.381700039,5.718999863,-5.151299953,-1.200799942,9.376899719,-2.627399921,-7.51099968,4.680799961,-2.479500055,-1.200799942,9.376899719,-2.627399921,-7.51099968,4.680799961,-2.479500055
-2.457700014,4.186599731,8.327899933,10.89589977,0.811699986,1.099499941,3.694399834,2.986099958,8.754699707,-6.093699932,4.500999928,-4.563299656,-1.287999988,9.378099442,-2.567699909,-8.350999832,5.783299923,-2.812000036,-1.287999988,9.378099442,-2.567699909,-8.350999832,5.783299923,-2.812000036
-2.504299879,4.222499847,8.330299377,12.90839958,1.931699991,1.431999922,3.724999905,2.992799997,8.752799988,-5.267699718,3.786999941,-3.821299791,-1.355399966,9.460100174,-2.49759984,-8.515500069,6.364299774,-3.197000027,-1.355399966,9.460100174,-2.49759984,-8.515500069,6.364299774,-3.197000027
-2.486399889,4.226099968,8.288499832,16.1283989,2.649199963,1.921999931,3.737399817,2.982300043,8.723099709,-4.861700058,3.464999914,-3.429299831,-1.511399984,9.587200165,-2.429100037,-8.473500252,6.553299904,-3.616999865,-1.511399984,9.587200165,-2.429100037,-8.473500252,6.553299904,-3.616999865
-2.439800024,4.217700005,8.349399567,19.64589882,3.366699934,2.271999836,3.705899954,3.00999999,8.674399376,-4.833699703,3.212999821,-3.079299927,-1.652400017,9.608699799,-2.358599901,-8.578499794,5.765799999,-3.914499998,-1.652400017,9.608699799,-2.358599901,-8.578499794,5.765799999,-3.914499998
-2.420699835,4.150799751,8.347000122,23.9333992,4.014199734,1.904500008,3.70389986,3.025300026,8.768099785,-4.483699799,3.422999859,-2.085299969,-1.747999907,9.654099464,-2.269000053,-7.913499832,4.680799961,-3.967000008,-1.747999907,9.654099464,-2.269000053,-7.913499832,4.680799961,-3.967000008
-2.387199879,4.204599857,8.443799973,28.41339874,4.311699867,2.184499979,3.695299864,2.978399992,8.716400146,-3.993699789,2.513000011,-1.637300014,-1.779799938,9.811900139,-2.24819994,-6.527499676,2.374300003,-3.980999947,-1.779799938,9.811900139,-2.24819994,-6.527499676,2.374300003,-3.980999947
-2.420699835,4.216499805,8.427100182,32.99839783,4.574199677,2.499500036,3.693399906,2.935400009,8.727000237,-3.097699881,2.092999935,-1.077299953,-1.814199924,9.934199333,-2.228100061,-6.765499592,-0.299699992,-3.350999832,-1.814199924,9.934199333,-2.228100061,-6.765499592,-0.299699992,-3.350999832
-2.562899828,4.435199738,8.434199333,38.14339828,4.066699982,2.639499903,3.672399998,2.935400009,8.738399506,-2.313699961,1.378999949,-0.643299997,-1.869899988,9.916999817,-2.168599844,-7.283499718,-2.074199915,-2.846999884,-1.869899988,9.916999817,-2.168599844,-7.283499718,-2.074199915,-2.846999884
-2.708699942,4.505700111,8.523799896,44.4958992,1.75669992,2.149499893,3.686699867,2.930699825,8.735599518,-1.823699951,0.847000003,-0.293300003,-1.923699975,9.896699905,-2.178200006,-7.160999775,-4.541699886,-2.636999846,-1.923699975,9.896699905,-2.178200006,-7.160999775,-4.541699886,-2.636999846
-2.650099993,4.398099899,8.398399353,49.51839828,0.706699967,3.514499903,3.691499949,2.932600021,8.720299721,-1.557699919,0.552999973,0.1127,-1.916499972,10.01859951,-2.248600006,-7.458499908,-6.519199848,-3.231999874,-1.916499972,10.01859951,-2.248600006,-7.458499908,-6.519199848,-3.231999874
-3.047999859,4.51639986,8.635000229,54.36589813,-2.705799818,3.566999912,3.641799927,2.903899908,8.754699707,-1.781699896,0.454999983,0.252700001,-1.864899993,10.04409981,-2.362900019,-8.62749958,-8.013699532,-3.406999826,-1.864899993,10.04409981,-2.362900019,-8.62749958,-8.013699532,-3.406999826
-3.259500027,4.404099941,8.562099457,59.09089661,-8.830800056,5.684499741,3.678099871,2.91629982,8.671500206,-2.41170001,0.356999993,0.490699977,-1.644999981,10.15019989,-2.385799885,-9.159500122,-8.279699326,-4.204999924,-1.644999981,10.15019989,-2.385799885,-9.159500122,-8.279699326,-4.204999924
-3.118999958,4.485799789,8.497599602,64.24639893,-11.35779953,11.51550007,3.756500006,2.941200018,8.683899879,-2.243700027,0.356999993,0.630699992,-1.549699903,10.15119934,-2.573600054,-11.18599987,-6.74669981,-5.751999855,-1.549699903,10.15119934,-2.573600054,-11.18599987,-6.74669981,-5.751999855
-3.238399982,4.834700108,8.572099686,67.55039978,-12.19779968,16.09350014,3.789999962,2.950700045,8.680099487,-2.313699961,0.706999958,0.924699962,-1.690699935,10.07229996,-2.535399914,-12.11349964,-4.226699829,-7.501999855,-1.690699935,10.07229996,-2.535399914,-12.11349964,-4.226699829,-7.501999855
-3.322599888,4.989599705,8.464099884,70.15439606,-14.5078001,22.11349869,3.734499931,2.892400026,8.703999519,-2.579699993,0.090999998,0.784699976,-2.014899969,10.10149956,-2.453699827,-12.77149963,-3.33769989,-9.875,-2.014899969,10.10149956,-2.453699827,-12.77149963,-3.33769989,-9.875
-3.376099825,5.095699787,8.570199966,71.66639709,-16.66379929,28.34350014,3.755599976,2.902899981,8.631400108,-2.425699949,0.287,0.700699985,-2.343799829,9.958099365,-2.477599859,-14.00349998,-2.94569993,-12.17099953,-2.343799829,9.958099365,-2.477599859,-14.00349998,-2.94569993,-12.17099953
-3.322599888,4.53550005,8.614199638,70.25239563,-17.43379974,31.46549988,3.747900009,2.901000023,8.704999924,-2.579699993,0.958999991,1.022699952,-2.448199987,9.790299416,-2.494799852,-14.9659996,-2.529199839,-14.93949986,-2.448199987,9.790299416,-2.494799852,-14.9659996,-2.529199839,-14.93949986
-2.921099901,4.100599766,9.090199471,65.73040009,-11.30179977,35.91749954,3.726899862,2.835099936,8.708799362,-2.551699877,1.028999925,0.924699962,-2.39199996,9.587200165,-2.662099838,-14.26599979,-1.794199944,-18.21199989,-2.39199996,9.587200165,-2.662099838,-14.26599979,-1.794199944,-18.21199989
-2.702199936,3.295799971,9.044300079,57.24639893,2.138200045,38.36750031,3.682899952,2.903899908,8.698299408,-2.775699854,1.154999971,0.812699974,-2.350199938,9.556200027,-2.8197999,-13.19849968,-0.114199996,-21.36199951,-2.350199938,9.556200027,-2.8197999,-13.19849968,-0.114199996,-21.36199951
-2.880899906,2.637199879,9.055799484,51.82839966,13.31019974,40.67749786,3.767999887,2.908699989,8.678199768,-2.915699959,1.504999995,1.008700013,-2.510999918,9.426599503,-2.798699856,-14.60549927,3.970299959,-24.21099854,-2.510999918,9.426599503,-2.798699856,-14.60549927,3.970299959,-24.21099854
-3.029099941,1.983399987,9.485899925,46.5923996,27.18419838,43.98149872,3.786099911,2.862799883,8.68200016,-2.957700014,1.756999969,0.952699959,-2.917299986,8.954500198,-2.575999975,-18.13349915,10.91429996,-28.39699936,-2.917299986,8.954500198,-2.575999975,-18.13349915,10.91429996,-28.39699936
-3.088399887,1.532199979,9.819499969,41.94440079,41.73019791,45.21349716,3.708699942,2.837899923,8.705900192,-2.691699982,1.995000005,0.630699992,-3.53309989,8.374499321,-2.14470005,-20.77599907,18.87329865,-34.53949738,-3.53309989,8.374499321,-2.14470005,-20.77599907,18.87329865,-34.53949738
-3.623600006,1.111699939,10.0230999,36.12039948,56.38819885,42.00749969,3.676199913,2.831199884,8.710700035,-2.71969986,1.812999964,0.714699984,-4.335999966,8.036399841,-1.667999983,-21.37100029,23.75580025,-43.39450073,-4.335999966,8.036399841,-1.667999983,-21.37100029,23.75580025,-43.39450073
-4.418900013,0.861199975,10.12729931,31.97639847,64.8302002,37.02349854,3.720199823,2.811199903,8.705900192,-2.439699888,1.728999972,0.574699998,-4.78760004,7.735299587,-1.245000005,-23.45349884,25.54080009,-51.47949982,-4.78760004,7.735299587,-1.245000005,-23.45349884,25.54080009,-51.47949982
-5.580299854,1.112599969,10.48189926,26.04039955,65.92219543,25.50149918,3.667599916,2.834100008,8.742300034,-2.173699856,1.602999926,0.336699992,-5.093800068,7.476699829,-0.915699959,-23.39749908,26.39830017,-58.1609993,-5.093800068,7.476699829,-0.915699959,-23.39749908,26.39830017,-58.1609993
-6.325900078,2.221400023,10.99039936,20.60840034,60.43420029,16.21949959,3.660899878,2.813999891,8.728899956,-1.879699945,1.26699996,0.518700004,-5.446499825,7.42509985,-0.714999974,-24.01350021,27.32229996,-67.03699493,-5.446499825,7.42509985,-0.714999974,-24.01350021,27.32229996,-67.03699493
-6.750199795,2.734699965,11.22939968,9.730400085,49.94820023,2.709499836,3.659999847,2.808300018,8.732699394,-1.64169991,1.042999983,0.46269998,-5.79489994,7.331399918,-0.381099999,-26.58599854,28.49829865,-75.68199921,-5.79489994,7.331399918,-0.381099999,-26.58599854,28.49829865,-75.68199921
-6.98059988,3.845399857,11.71879959,-1.735599995,36.52219772,-11.34649944,3.660899878,2.791100025,8.720299721,-1.193699956,0.819000006,0.546700001,-6.085199833,7.208299637,0.0167,-28.42350006,27.81579971,-84.67699432,-6.085199833,7.208299637,0.0167,-28.42350006,27.81579971,-84.67699432
-6.804499626,4.545099735,11.93739986,-19.29159927,25.08419991,-26.00799942,3.656099796,2.792099953,8.727899551,-0.843699992,0.706999958,0.476699978,-6.23029995,7.234899998,0.191199988,-29.97749901,24.91429901,-92.50299835,-6.23029995,7.234899998,0.191199988,-29.97749901,24.91429901,-92.50299835
-6.499799728,5.23210001,12.22779942,-40.62409973,15.00419998,-41.6004982,3.675299883,2.79399991,8.725999832,-0.731700003,0.538999975,0.294699997,-6.20539999,7.215799809,0.098499998,-29.64149857,19.30029869,-98.64899445,-6.20539999,7.215799809,0.098499998,-29.64149857,19.30029869,-98.64899445
-5.934700012,5.515299797,12.18839931,-65.63159943,8.284199715,-57.2804985,3.665699959,2.795899868,8.724100113,-0.647700012,0.552999973,0.2667,-6.00399971,7.287199974,-0.058499999,-25.34350014,9.423299789,-102.7719955,-6.00399971,7.287199974,-0.058499999,-25.34350014,9.423299789,-102.7719955
-5.200999737,5.481800079,11.82509995,-89.50159454,6.324199677,-72.27799988,3.669499874,2.805399895,8.727000237,-0.619699955,0.412999988,0.084699996,-5.784100056,7.534499645,-0.255699992,-20.16349983,-2.826699972,-105.9570007,-5.784100056,7.534499645,-0.255699992,-20.16349983,-2.826699972,-105.9570007
-4.402899742,5.154399872,11.22529984,-108.4890976,8.879199982,-84.65049744,3.679099798,2.797799826,8.724100113,-0.535699964,0.398999989,0.0427,-5.57859993,7.674299717,-0.494699985,-16.85599899,-15.35669994,-108.7919998,-5.57859993,7.674299717,-0.494699985,-16.85599899,-15.35669994,-108.7919998
-3.756500006,4.794799805,10.64699936,-119.9515991,13.0092001,-93.15549469,3.65809989,2.79489994,8.72219944,-0.409699976,0.398999989,-0.069299996,-5.311699867,7.817899704,-0.610799968,-15.33349991,-23.70769882,-112.1449966,-5.311699867,7.817899704,-0.610799968,-15.33349991,-23.70769882,-112.1449966
-3.315599918,4.462599754,10.13329983,-124.7465973,17.45419884,-96.41049957,3.664699793,2.79399991,8.724100113,-0.241699994,0.468999982,-0.111299999,-5.197899818,8.125699997,-0.740799963,-14.00349998,-29.61569977,-117.2129974,-5.197899818,8.125699997,-0.740799963,-14.00349998,-29.61569977,-117.2129974
-3.059899807,4.395699978,9.847700119,-122.9440994,20.20170021,-93.76799774,3.68479991,2.799700022,8.72219944,-0.479699999,0.454999983,-0.153300002,-5.312200069,8.490399361,-0.789799988,-14.56349945,-32.87419891,-121.7419968,-5.312200069,8.490399361,-0.789799988,-14.56349945,-32.87419891,-121.7419968
-2.915400028,4.625099659,9.827400208,-119.7065964,21.40919876,-86.83799744,3.661899805,2.801599979,8.719299316,-0.325699985,0.58099997,-0.293300003,-5.696899891,8.746099472,-0.782599986,-17.99349976,-34.20420074,-125.5569992,-5.696899891,8.746099472,-0.782599986,-17.99349976,-34.20420074,-125.5569992
-2.856799841,4.947700024,9.850099564,-116.5565948,20.65670013,-77.10800171,3.667599916,2.795899868,8.728899956,-0.157700002,0.608999968,-0.293300003,-6.05919981,8.899000168,-0.829699993,-21.1154995,-34.93569946,-128.4550018,-6.05919981,8.899000168,-0.829699993,-21.1154995,-34.93569946,-128.4550018
-2.693099976,5.390999794,9.963600159,-114.7365952,21.74169922,-66.25799561,3.673399925,2.815899849,8.737500191,-0.073699996,0.608999968,-0.433299989,-6.266599655,9.009900093,-1.040899992,-24.16749954,-36.34970093,-131.8569946,-6.266599655,9.009900093,-1.040899992,-24.16749954,-36.34970093,-131.8569946
-2.574800014,5.583399773,10.0376997,-116.1890945,25.45170021,-57.61299896,3.661899805,2.813999891,8.738399506,-0.073699996,0.48299998,-0.377299994,-6.305099964,9.151100159,-1.189999938,-25.32600021,-37.63419724,-135.1119995,-6.305099964,9.151100159,-1.189999938,-25.32600021,-37.63419724,-135.1119995
-2.614300013,5.629999638,10.05560017,-117.7815933,30.96419907,-51.1554985,3.652299881,2.8197999,8.748000145,-0.199699998,0.38499999,-0.363299996,-6.223799706,9.342299461,-1.366899967,-27.47849846,-37.33670044,-137.8594971,-6.223799706,9.342299461,-1.366899967,-27.47849846,-37.33670044,-137.8594971
-2.688299894,5.485399723,9.987500191,-119.6890945,38.22669983,-46.39550018,3.6474998,2.806399822,8.733699799,-0.1017,0.118999995,-0.3213,-5.92869997,9.563300133,-1.473199964,-29.96349907,-35.95420074,-139.871994,-5.92869997,9.563300133,-1.473199964,-29.96349907,-35.95420074,-139.871994
-2.85800004,5.326499939,9.785599709,-120.5990982,44.87669754,-43.99799728,3.664699793,2.828399897,8.732699394,-0.157700002,0.090999998,-0.223299995,-5.619499683,9.644599915,-1.514999986,-32.32949829,-32.76569748,-141.2510986,-5.619499683,9.644599915,-1.514999986,-32.32949829,-32.76569748,-141.2510986
-3.30369997,5.026599884,9.556200027,-119.6890945,49.30419922,-43.38549805,3.662799835,2.812099934,8.734600067,-0.143700004,0.133000001,-0.153300002,-5.451200008,9.756400108,-1.504499912,-34.58349991,-27.51569939,-143.2109985,-5.451200008,9.756400108,-1.504499912,-34.58349991,-27.51569939,-143.2109985
-3.858099937,4.723099709,9.329099655,-115.8740997,49.23419952,-42.63299942,3.673399925,2.813099861,8.727000237,-0.157700002,0.118999995,-0.223299995,-5.500899792,9.756899834,-1.387199998,-37.66349792,-20.9041996,-144.9996033,-5.500899792,9.756899834,-1.387199998,-37.66349792,-20.9041996,-144.9996033
-4.414899826,4.478199959,9.133199692,-109.3815994,45.29669952,-42.24799728,3.678099871,2.803499937,8.719299316,-0.115699999,0.021,-0.223299995,-5.755399704,9.601599693,-1.242599964,-40.28849792,-15.05919933,-145.927002,-5.755399704,9.601599693,-1.242599964,-40.28849792,-15.05919933,-145.927002
-4.78760004,4.314499855,9.011300087,-101.0165939,39.0141983,-42.73799896,3.642799854,2.813099861,8.735599518,-0.073699996,-0.035,-0.335299999,-6.126999855,9.513199806,-1.064599991,-42.23099899,-12.04920006,-146.5045013,-6.126999855,9.513199806,-1.064599991,-42.23099899,-12.04920006,-146.5045013
-5.058399677,4.118799686,8.844499588,-93.60359955,31.91619873,-45.39450073,3.693399906,2.812099934,8.724999428,-0.0037,-0.007,-0.251300007,-6.482599735,9.377900124,-0.869799972,-43.7254982,-12.0036993,-146.3470001,-6.482599735,9.377900124,-0.869799972,-43.7254982,-12.0036993,-146.3470001
-5.26099968,4.072899818,8.789099693,-85.17559814,24.53819847,-48.96450043,3.678099871,2.814999819,8.714499474,0.052299999,0.090999998,-0.349299997,-6.81430006,9.27559948,-0.671999991,-44.06150055,-14.71969986,-145.8569946,-6.81430006,9.27559948,-0.671999991,-44.06150055,-14.71969986,-145.8569946
-5.269599915,4.216300011,8.811999321,-77.4756012,18.65819931,-52.91249847,3.634199858,2.815899849,8.73939991,-0.0037,0.007,-0.293300003,-7.067399979,9.192899704,-0.584299982,-43.68349838,-19.87170029,-144.7720032,-7.067399979,9.192899704,-0.584299982,-43.68349838,-19.87170029,-144.7720032
-5.344199657,4.374899864,8.97069931,-71.62359619,13.89820004,-57.99449921,3.666699886,2.803499937,8.731699944,0.066299997,0.048999999,-0.251300007,-7.204799652,9.022099495,-0.530499995,-44.29599762,-24.70170021,-142.6369934,-7.204799652,9.022099495,-0.530499995,-44.29599762,-24.70170021,-142.6369934
-5.482800007,4.654099941,9.060599327,-66.33159637,8.382200241,-62.44649887,3.630299807,2.797799826,8.743199348,0.262299985,-0.035,-0.363299996,-7.212899685,8.833099365,-0.480799973,-44.78949738,-28.21570015,-140.3549957,-7.212899685,8.833099365,-0.480799973,-44.78949738,-28.21570015,-140.3549957
-5.39869976,4.825200081,9.172399521,-63.88159943,3.636199951,-65.90449524,3.656099796,2.832199812,8.731699944,0.276299983,-0.160999998,-0.279300004,-7.212899685,8.668700218,-0.538100004,-44.21549988,-31.54769897,-138.4790039,-7.212899685,8.668700218,-0.538100004,-44.21549988,-31.54769897,-138.4790039
-5.314599991,4.749599934,9.21159935,-62.39759827,-0.451799989,-68.36849976,3.670499802,2.838899851,8.728899956,0.220299989,-0.160999998,-0.223299995,-7.289599895,8.572799683,-0.592599988,-43.31599808,-33.69670105,-136.9320984,-7.289599895,8.572799683,-0.592599988,-43.31599808,-33.69670105,-136.9320984
-5.119599819,4.382599831,9.224999428,-62.42559814,-3.335799932,-69.36249542,3.655200005,2.807299852,8.733699799,0.234299988,-0.230999991,-0.223299995,-7.315899849,8.572799683,-0.6954,-41.84600067,-36.68919754,-134.7095032,-7.315899849,8.572799683,-0.6954,-41.84600067,-36.68919754,-134.7095032
-5.357599735,3.367499828,9.116000175,-63.9095993,-6.303799629,-68.67649841,3.666699886,2.811199903,8.733699799,0.416299999,-0.287,-0.153300002,-7.371999741,8.53219986,-0.747999966,-40.23600006,-38.771698,-131.8746033,-7.371999741,8.53219986,-0.747999966,-40.23600006,-38.771698,-131.8746033
-5.217099667,3.742199898,9.415200233,-59.5135994,-10.79780006,-64.74250031,3.665699959,2.79489994,8.732699394,0.556299984,-0.342999995,-0.209299996,-7.450899601,8.301599503,-0.782799959,-38.81150055,-39.59769821,-128.7910004,-7.450899601,8.301599503,-0.782799959,-38.81150055,-39.59769821,-128.7910004
-4.926499844,3.407599926,9.231699944,-61.30559921,-9.537799835,-62.05449677,3.661899805,2.802599907,8.727899551,0.654299974,-0.370999992,-0.335299999,-7.772999763,7.943199635,-0.783800006,-36.64149857,-41.5576973,-126.3129959,-7.772999763,7.943199635,-0.783800006,-36.64149857,-41.5576973,-126.3129959
-4.953199863,3.166699886,9.303299904,-62.90159988,-4.763799667,-61.49449921,3.660899878,2.815899849,8.73939991,0.766299963,-0.440999985,-0.41929999,-8.276499748,7.391199589,-0.626100004,-35.68600082,-46.27919769,-124.8044968,-8.276499748,7.391199589,-0.626100004,-35.68600082,-46.27919769,-124.8044968
-5.102399826,2.914399862,9.319600105,-63.93759918,-1.081799984,-61.95649719,3.677199841,2.831199884,8.735599518,0.780299962,-0.552999973,-0.363299996,-8.581199646,6.951499939,-0.389499992,-35.51099777,-49.51669693,-124.6644974,-8.581199646,6.951499939,-0.389499992,-35.51099777,-49.51669693,-124.6644974
-5.197899818,2.773900032,9.440999985,-64.51159668,2.47420001,-62.36249924,3.661899805,2.8197999,8.724999428,0.836299956,-0.454999983,-0.293300003,-8.584799767,6.667099953,-0.095599994,-32.62350082,-52.43919754,-125.0669937,-8.584799767,6.667099953,-0.095599994,-32.62350082,-52.43919754,-125.0669937
-5.347099781,2.897199869,9.580499649,-65.42160034,5.176199913,-64.51850128,3.675299883,2.830299854,8.727899551,0.738299966,-0.510999978,-0.293300003,-8.626599312,6.535199642,-0.070699997,-29.90749931,-58.74969864,-125.2770004,-8.626599312,6.535199642,-0.070699997,-29.90749931,-58.74969864,-125.2770004
-5.561899662,2.871199846,9.677999496,-67.01409912,5.134200096,-67.25550079,3.665699959,2.830499887,8.741299629,0.818799973,-0.440999985,-0.153300002,-8.487999916,6.467299938,-0.130999997,-29.15149879,-60.1637001,-124.6889954,-8.487999916,6.467299938,-0.130999997,-29.15149879,-60.1637001,-124.6889954
-5.792500019,2.445799828,9.749699593,-68.92160034,2.544199944,-69.49549866,3.670499802,2.856799841,8.732899666,0.906299949,-0.563499987,-0.153300002,-8.418700218,6.318199635,-0.031099999,-29.35099983,-57.25169754,-123.0019989,-8.418700218,6.318199635,-0.031099999,-29.35099983,-57.25169754,-123.0019989
-5.856999874,2.199699879,9.851299286,-68.79909515,-3.020799875,-71.22799683,3.70389986,2.843699932,8.720999718,0.801299989,-0.510999978,-0.0133,-8.498700142,6.124599934,0.139799997,-29.71850014,-53.36669922,-122.2845001,-8.498700142,6.124599934,0.139799997,-29.71850014,-53.36669922,-122.2845001
-5.94659996,1.835199952,9.902699471,-69.06159973,-8.515799522,-72.19049835,3.653800011,2.823400021,8.730500221,0.836299956,-0.475999981,-0.1008,-8.618899345,6.143300056,0.261900008,-29.94949913,-48.87969971,-122.4629974,-8.618899345,6.143300056,0.261900008,-29.94949913,-48.87969971,-122.4629974
-5.719599724,1.85439992,10.05560017,-67.94159698,-13.78329945,-72.38299561,3.642999887,2.828099966,8.729299545,0.766299963,-0.738499999,0.0392,-8.848400116,6.018099785,0.415799975,-30.10349846,-43.96569824,-121.0209961,-8.848400116,6.018099785,0.415799975,-30.10349846,-43.96569824,-121.0209961
-5.390999794,1.830500007,10.02929974,-69.56909943,-16.44330025,-73.55549622,3.663299799,2.825700045,8.708999634,0.836299956,-0.720999956,0.056699999,-9.115300179,5.724400043,0.524500012,-30.52349854,-39.47169876,-119.9570007,-9.115300179,5.724400043,0.524500012,-30.52349854,-39.47169876,-119.9570007
